가맹점명,주소
닐리파스타앤피자,"13555) 경기 성남시 분당구 정자일로 210 정자동, 동양정자파라곤 "
최가돈까스,"13555) 경기 성남시 분당구 정자일로 210 정자동, 동양정자파라곤 지하1층 "
우키샌드위치(분당서현점)_KIOSK,"13590) 경기 성남시 분당구 서현로 192 ,1층 106호(서현동,야베스벨리) "
오이소,13493) 경기도 성남시 분당구 판교역로 230 (삼평동) 지하1층 
요리에진심,"13489) 경기도 성남시 분당구 판교로 375 (삼평동, 에메트타운) 1층 101호 요리에진심 "
하이라이트키친(판교점),"13488) 경기도 성남시 분당구 판교로319번길 14 (삼평동, 성남판교 경기행복주택) 상가동 1층 9호 "
삼군 김치찌개,"13493) 경기도 성남시 분당구 판교역로 230 B동 B117호(삼평동, 삼환하이펙스) "
소호정,13494) 경기도 성남시 분당구 삼평동 682
바다애,13595) 경기도 성남시 분당구 수내로46번길 11 (수내동) 2층 207호 
김삿갓 고깃집,13558) 경기도 성남시 분당구 성남대로331번길 9-15 (정자동) 1층 
훅트포케 (정자점),13558) 경기도 성남시 분당구 정자일로156번길 6 2층 
폭스트롯(FOXTROT),13493) 경기도 성남시 분당구 판교역로 230 (삼평동) 삼환하이펙스 B동114호 
키친박스,13486) 경기도 성남시 분당구 판교로227번길 6 (삼평동) 1층 
늘푸른 생선구이,"13530) 경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지) 1층 "
도리토리(분당수내점),"13595) 경기도 성남시 분당구 황새울로258번길 10-9 (수내동) 106호(수내동,영성라벤더) "
신제주해장국(판교점),13493) 경기도 성남시 분당구 판교역로 240 (삼평동) B-107호 
샤브로21(서현점)_QR,13591) 경기도 성남시 분당구 황새울로312번길 20 (서현동) 1층 104~105호 
"오늘은,뷔페",13591) 경기도 성남시 분당구 분당로53번길 9 (서현동) 2층 
스시선,"13489) 경기도 성남시 분당구 판교로 375 (삼평동, 메가스페이스1) 105호 "
포케올데이(서현역점),13591) 경기도 성남시 분당구 황새울로360번길 28 (서현동)  2층 206호 
나나방콕(정자점),"13560) 경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크) D동 1층 1,2호 "
정통마라탕(수내점),"13595) 경기도 성남시 분당구 백현로101번길 20 (수내동) 1층 107호, 108호 "
써브웨이(판교테크노밸리점),13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) 1층 119호 
샐러드박스(수내점),"13595) 경기도 성남시 분당구 황새울로 258번길 36 1층 106호(수내동, 광진빌딩) "
김밥나라(롯데점)_QR,13595) 경기도 성남시 분당구 황새울로258번길 36 (수내동) 1층 김밥나라 
긴자료코(분당수내점)_KIOSK,"13595) 경기도 성남시 분당구 황새울로258번길 10-9 , 1층 102호(수내동, 영성라벤더)"
슬로우캘리(분당정자점),13559) 경기도 성남시 분당구 정자일로 146 1층 A118호 
이자카야 단,13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) 1층 
토리키치(판교점),"13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) 2층 213호(삼평동,유스페이스1) "
오투닭갈비부대찌개(판교점),"13494) 경기 성남시 분당구 대왕판교로 670 삼평동, 유스페이스2 223호 "
미소,13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 212호 미소 
피크니크(판교파미어스몰점)_QR,13449) 경기도 성남시 수정구 창업로 18 (시흥동) 파미어스몰 C1동 1층 111호
양우정,13558) 경기도 성남시 분당구 정자일로156번길 6 (정자동) 1층 
파리바게뜨(분당오리),13637) 경기도 성남시 분당구 성남대로 30 (구미동) 1층 파리바게뜨 
GS25(분당수내로점),"13595) 경기도 성남시 분당구 수내로46번길 11, 1층 118호 (수내동 7-1, 대덕글로리) "
멘츠루(서현점),"13591) 경기도 성남시 분당구 서현로210번길 14 1층 110호, 111호 "
후라토식당(분당정자점),13558) 경기도 성남시 분당구 성남대로331번길 13 2층 203호 
오코게,13595) 경기도 성남시 분당구 황새울로200번길 9-7 (수내동) 1층 
카페비비_QR,13211) 경기도 성남시 중원구 사기막골로62번길 33 (상대원동) R103호 
센터간식,13211) 경기도 성남시 중원구 사기막골로62번길 33 (상대원동) 지하1층 RB104호 
맛있는집밥,13211) 경기도 성남시 중원구 사기막골로62번길 37 (상대원동) B204호 
빽다방(성남상대원센터M점),13211) 경기도 성남시 중원구 사기막골로62번길 33 RB210호 
더벤티(상대원센터엠점),13211) 경기도 성남시 중원구 사기막골로62번길 33(상대원동) 센터엠 RB209 더벤티(상대원센터엠점) 
지강스시,13211) 경기도 성남시 중원구 사기막골로62번길 33 (상대원동) RB105호 
김밥과친구들_QR,13217) 경기도 성남시 중원구 갈마치로 215 (상대원동) 1층 에이 104호 
참돈_QR,13217) 경기도 성남시 중원구 갈마치로 215 (상대원동) A동 109호 
수유리우동집(성남상대원센터엠점)_QR,"13211) 경기도 성남시 중원구 사기막골로62번길 33 (상대원동) 지하2층 RB203,204호 "
국밥공방,13494) 경기도 성남시 분당구 판교역로 231 에스동 비1층 비101호 
조림집동미,13590) 경기도 성남시 분당구 황새울로335번길 8 (서현동) 101호 
인순이네,13588) 경기도 성남시 분당구 중앙공원로39번길 49 (서현동) 1층 122호( 지엔느오피스텔) 
감성쭈꾸미(분당본점),13590) 경기도 성남시 분당구 황새울로351번길 10 (서현동) 106호 
돗가비불쭈꾸미,13449) 경기도 성남시 수정구 창업로 43 (시흥동)  A동 1층 3호 
텐퍼센트커피(판교제2테크노밸리점),13449) 경기도 성남시 수정구 창업로 55 (시흥동) 1층 103호 
해담가_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) A동 107호 
그라츠커피랩(판교파미어스몰점)_QR,13449) 경기도 성남시 수정구 창업로 18 (시흥동) 1층 119호 
판교감자탕보쌈,13449) 경기도 성남시 수정구 창업로 42 (시흥동) 지하 1층 B114호 
양파식당(플러스양파),13595) 경기도 성남시 분당구 황새울로 216 (수내동) 지하1층 
율 판교점,13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) b112호
블루샥(판교알파돔점),"13529) 경기도 성남시 분당구 판교역로 152 B1층 101호(백현동, 알파돔타워) "
함박엔피자,"13494) 경기도 성남시 분당구 대왕판교로 660 비동 4층 401호(삼평동, 유스페이스1) "
막내쌈밥,13595) 경기도 성남시 분당구 황새울로258번길 28 (수내동) 1층 
한촌설렁탕(판교테크노밸리점),"13494) 경기도 성남시 분당구 판교역로 231 (삼평동) B129,130호(삼평동, 에이치스퀘어 에스동) "
카츠쇼쿠도우,"13529) 경기도 성남시 분당구 판교역로 152 B1층 9호(백현동, 알파돔타워) "
지콤마 카페,"13494) 경기도 성남시 분당구 대왕판교로 660 지하1층 비103, 비104, 비 105호 (삼평동 유스페이스1) "
영심이떡볶이김밥,13595) 경기도 성남시 분당구 백현로101번길 13 (수내동) 1층 
한점의희열 수내돈,13595) 경기도 성남시 분당구 백현로101번길12 2층204호 
제철생선,"13494) 경기도 성남시 분당구 대왕판교로 660 비동 4층 401호(삼평동, 유스페이스1) "
레드포테이토,"13494) 경기도 성남시 분당구 대왕판교로 660 비동 4층 401호(삼평동, 유스페이스1) "
밥볶다(동판교점),"13493) 경기도 성남시 분당구 판교역로 240 (삼평동) 지하1층 B115호, B115-1호 "
